loss,params,iteration,estimators,time,ROC AUC
0.2538924963967397,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 133, 'learning_rate': 0.16875687224624136, 'subsample_for_bin': 40000, 'min_child_samples': 185, 'reg_alpha': 0.5102040816326531, 'reg_lambda': 0.02040816326530612, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.5303030303030303, 'encoding': 'label'}",1,23,7.234448827977758,0.7461075036032603
0.25743133087374903,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 72, 'learning_rate': 0.04720603309947, 'subsample_for_bin': 240000, 'min_child_samples': 185, 'reg_alpha': 0.5714285714285714, 'reg_lambda': 0.4081632653061224, 'colsample_bytree': 0.8222222222222222, 'subsample': 1.0, 'encoding': 'label'}",2,21,4.325086013996042,0.742568669126251
